dataset,title,technical_title,source_organization,learn_more_link,summary,description,cautions,geographic_coverage,date_of_content,frequency_of_updates,summary_of_licenses,terms_of_service_link,citation,published_language,published_title
Socioenconomic_all indicators,World Bank Development Indicators,World Bank Databank Development Indicators,World Bank,http://databank.worldbank.org/data/reports.aspx?source=world-development-indicators,World development indicators,"World Development Indicators (WDI) is the primary World Bank collection of development indicators, compiled from officially recognized international sources. It presents the most current and accurate global development data available and includes national, regional and global estimates. The following datasets are used for Climate Watch: Population, total (SP.POP.TOTL), GDP (current US$) (NY.GDP.MKTP.CD), GDP per capita (current US$) (NY.GDP.PCAP.CD).","For populations, the latest year of data available (2021) is presented on country profiles and used as the basis for the rankings. While WDI reports GDP per capita for 2021, 2020 data was used for rankings for more complete country coverage.",264 countries and areas that aren't recognized as countries,1960-2021,Annual. Last updated May 2021,Creative Commons Attribution-NonCommercial 4.0 International license with additional terms,https://data.worldbank.org/summary-terms-of-use,World Development Indicators. 2021. The World Bank. Available online at: http://databank.worldbank.org/data/reports.aspx?source=world-development-indicators,English,
