Country name,Country,Sector,Source,Gas,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Colombia,COL,Gas,GCP,CO2,0.68883,0.71082,1.0736,1.3042,1.3811,1.7035,2.0225,2.1068,2.1761,2.4256,2.715,3.0122,3.5353,3.686,3.5684,3.598,3.7003,4.203,5.5693,5.9728,6.9072,7.3824,7.7231,8.4712,8.5188,7.3494,6.8951,7.1851,7.5332,7.0637,8.3728,8.6947,8.3649,8.6439,8.9768,8.2953,10.2336,12.4539,13.0219,11.2008,12.4877,13.26,13.2462,12.6811,13.3489,14.0075,14.0331,14.0331,17.5176,20.097,21.9877,21.0507,22.8989,22.3394,23.9076,24.405,22.8963,22.7837,23.5302,24.2237,23.9505,22.9324,22.9324
Colombia,COL,Gas flaring,GCP,CO2,0.3664,0.30778,0.27114,0.34069,0.6704,1.7511,1.7111,1.2531,0.98548,1.352,1.1029,1.2606,1.1247,1.0442,1.1284,1.4363,1.5241,1.561,1.5755,1.4291,1.037,1.1467,1.1284,1.2164,1.1542,1.1064,1.0002,0.8757,0.67051,0.45064,0.80613,0.82806,0.92333,1.1322,0.9686,1.3012,0.85994,1.8662,1.9162,1.3191,1.3072,1.6091,1.5591,1.2698,1.0485,0.85676,0.83111,0.84394,0.79758,0.89684,1.0689,1.4598,1.8507,1.6624,1.627,1.5428,1.1094,1.0335,1.045,1.0034,0.73304,0.61576,0.45817
Colombia,COL,Oil,GCP,CO2,7.9326,9.1966,9.5081,10.4662,10.9572,11.1991,12.2964,12.3257,14.284,14.5424,17.3637,18.1097,18.5853,19.5694,21.707,20.5147,21.817,22.5027,22.5373,23.6164,23.9059,23.0117,23.532,25.2303,24.6404,24.9866,26.1334,26.9487,28.2788,29.4016,31.113,31.9977,35.6507,36.0375,39.5602,31.7925,32.5766,34.797,35.3576,30.3929,29.3285,28.5426,28.724,29.6454,29.5265,30.9388,33.9726,33.02,33.4413,35.735,35.6984,35.341,38.9135,41.5095,49.4237,46.1317,50.9406,48.5389,43.521,45.5819,43.2297,55.4906,60.2407
Colombia,COL,Total fossil fuels and cement,GCP,CO2,16.3905,18.1963,19.4195,21.2328,21.6829,22.8587,23.4742,24.6868,26.5728,28.0163,28.3701,30.2814,31.4252,33.6308,36.3944,35.809,37.9797,39.241,41.5342,44.2669,44.1742,44.2603,45.6793,49.2096,48.7015,48.0795,48.7543,50.124,52.0174,52.7928,56.8977,56.6541,61.4947,63.3378,67.0374,59.4207,59.9127,65.2562,65.7988,55.4758,56.5914,56.8482,55.9012,57.3781,54.6468,60.1616,62.3044,60.4915,66.964,72.4606,76.2665,76.2242,80.2553,88.1047,98.2841,96.7742,99.6857,92.275,87.112,94.4979,89.7313,95.7652,99.7179
Comoros,COM,Cement,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,Coal,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,Gas,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,Gas flaring,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,Oil,GCP,CO2,0.010992,0.010992,0.010992,0.010992,0.010992,0.014656,0.01832,0.01832,0.01832,0.01832,0.029312,0.029312,0.029312,0.029312,0.029312,0.032976,0.040304,0.040304,0.029312,0.021984,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.043968,0.047632,0.051296,0.051296,0.065952,0.065952,0.069616,0.07328,0.07328,0.076944,0.080608,0.084272,0.0916,0.095264,0.10259,0.10626,0.10626,0.13557,0.14656,0.1429,0.16488,0.10626,0.10992,0.13557,0.16122,0.1429,0.15389,0.1832,0.16122,0.17954,0.21618,0.26747,0.29312,0.31144,0.38106,0.41513,0.41276
Comoros,COM,Total fossil fuels and cement,GCP,CO2,0.010992,0.010992,0.010992,0.010992,0.010992,0.014656,0.01832,0.01832,0.01832,0.01832,0.029312,0.029312,0.029312,0.029312,0.029312,0.032976,0.040304,0.040304,0.029312,0.021984,0.047632,0.047632,0.047632,0.047632,0.047632,0.047632,0.043968,0.047632,0.051296,0.051296,0.065952,0.065952,0.069616,0.07328,0.07328,0.076944,0.080608,0.084272,0.0916,0.095264,0.10259,0.10626,0.10626,0.13557,0.14656,0.1429,0.16488,0.10626,0.10992,0.13557,0.16122,0.1429,0.15389,0.1832,0.16122,0.17954,0.21618,0.26747,0.29312,0.31144,0.38106,0.41513,0.41276
Cook Islands,COK,Cement,GCP,CO2,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cook Islands,COK,Coal,GCP,CO2,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cook Islands,COK,Gas,GCP,CO2,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cook Islands,COK,Gas flaring,GCP,CO2,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cook Islands,COK,Oil,GCP,CO2,,,,,,,,,,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.014656,0.014656,0.029312,0.029312,0.025648,0.029312,0.065952,0.051296,0.051296,0.021984,0.021984,0.021984,0.021984,0.021984,0.021984,0.043968,0.043968,0.043968,0.047632,0.047632,0.047632,0.051296,0.051296,0.047632,0.051296,0.051296,0.047632,0.040304,0.047632,0.05496,0.062288,0.065952,0.065952,0.065952,0.065952,0.07328,0.080608,0.084272,0.084272,0.080608,0.080608,0.07328,0.080608,0.080608,0.084272,0.065952,0.068819,0.068043
Cook Islands,COK,Total fossil fuels and cement,GCP,CO2,,,,,,,,,0,0.010992,0.010992,0.010992,0.010992,0.010992,0.010992,0.014656,0.014656,0.029312,0.029312,0.025648,0.029312,0.065952,0.051296,0.051296,0.021984,0.021984,0.021984,0.021984,0.021984,0.021984,0.043968,0.043968,0.043968,0.047632,0.047632,0.047632,0.051296,0.051296,0.047632,0.051296,0.051296,0.047632,0.040304,0.047632,0.05496,0.062288,0.065952,0.065952,0.065952,0.065952,0.07328,0.080608,0.084272,0.084272,0.080608,0.080608,0.07328,0.080608,0.080608,0.084272,0.065952,0.068819,0.068043
Costa Rica,CRI,Cement,GCP,CO2,0,0,0,0,0.014537,0.058149,0.058149,0.054514,0.065417,0.079954,0.090857,0.10539,0.13083,0.13447,0.14537,0.16354,0.17657,0.19651,0.23732,0.25282,0.26105,0.21735,0.19832,0.1762,0.2149,0.21626,0.24723,0.25799,0.24586,0.26595,0.26761,0.30175,0.30137,0.36979,0.40367,0.37099,0.35553,0.40213,0.46357,0.46938,0.44747,0.50766,0.50391,0.47099,0.62053,0.82114,0.56908,0.9222,0.83415,0.83012,0.50173,0.54707,0.54397,0.56732,0.58153,0.62029,0.47297,0.5288,0.5195,0.47297,0.37683,0.37799,0.37799
Costa Rica,CRI,Coal,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11725,0.13557,0.19419,0.15764,0.003666,0.003664,0.058624,0.003664,0.010992,0.003664,0.025648,0.010992,0.021984,0.025648,0.003664,0.003664,0.01832,0,0,0,0,0
Costa Rica,CRI,Gas,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,Gas flaring,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,Oil,GCP,CO2,0.49098,0.49098,0.5496,0.6009,0.65952,0.78776,0.93432,0.82074,0.97096,1.0662,1.1578,1.4216,1.6305,1.9089,1.7587,1.8723,1.9053,2.4109,2.6747,2.5282,2.1874,2.0189,1.8723,1.9126,1.766,2.0262,2.3303,2.4659,2.6601,2.6674,2.6454,2.9862,3.4405,3.5211,4.7962,4.4298,4.3308,4.514,4.7705,4.9684,4.9464,5.0417,5.6059,5.9174,6.0635,5.8986,6.434,6.9799,7.1521,6.9066,6.9872,6.7381,6.7051,7.0422,7.1411,6.7821,7.3793,7.4819,7.4929,7.2254,6.3864,7.2774,7.5107
Costa Rica,CRI,Total fossil fuels and cement,GCP,CO2,0.49098,0.49098,0.5496,0.6009,0.67406,0.84591,0.99247,0.87525,1.0364,1.1462,1.2487,1.527,1.7613,2.0434,1.9041,2.0358,2.0819,2.6074,2.912,2.781,2.4485,2.2362,2.0706,2.0888,1.9809,2.2425,2.5775,2.7239,2.9059,2.9333,2.913,3.2879,3.7419,3.8909,5.1998,4.8008,4.6864,4.9162,5.2341,5.4378,5.3939,5.6666,6.2454,6.5825,6.8417,6.7234,7.0067,7.9607,7.9899,7.7478,7.4926,7.3108,7.2601,7.6315,7.7483,7.406,7.8559,8.029,8.0124,7.6984,6.7632,7.6554,7.8887
Croatia,HRV,Cement,GCP,CO2,0.80366,0.79886,0.81837,0.89426,0.91731,0.81237,0.75818,0.64451,0.66566,0.66041,0.72185,0.84141,0.96738,0.87287,0.9228,1.0085,1.0467,1.0589,1.0726,1.0848,1.0975,1.4163,1.2998,1.3508,1.3642,1.3335,1.3042,1.2713,1.2222,1.1992,1.0862,0.70421,0.8266,0.6824,0.83401,0.62262,0.68257,0.80191,0.86114,1.1286,1.257,1.4433,1.4235,1.4269,1.51,1.5419,1.6351,1.6615,1.5678,1.247,1.2102,1.0819,1.0347,1.141,1.2251,1.1692,1.0765,1.2873,1.2107,1.1841,1.2129,1.2048,1.1855
Croatia,HRV,Coal,GCP,CO2,1.6706,1.7943,1.7317,1.8428,1.9861,1.692,1.437,1.1023,1.0083,0.94545,1.2057,1.3844,1.2817,1.0491,1.0902,1.2089,1.1637,1.0516,1.0158,1.0351,0.99016,1.6823,1.3288,1.5995,1.8289,1.9076,1.8864,1.827,1.808,1.8612,2.9824,1.9111,1.4923,1.2094,0.8039,0.85781,0.68181,1.069,1.018,0.89071,1.795,1.9067,2.3179,2.5997,2.7701,2.7474,2.5546,2.777,2.8489,2.0291,2.7382,2.7945,2.4838,2.678,2.5696,2.3763,2.5612,1.5513,1.4486,1.6775,1.4238,1.6524,1.6524
Croatia,HRV,Gas,GCP,CO2,0.20278,0.2426,0.23981,0.28689,0.37695,0.47747,0.45282,0.43761,0.49778,0.58749,0.79023,0.94308,1.157,1.0167,1.1261,1.1724,1.1958,1.2649,1.3209,1.5319,1.9168,2.6812,2.6595,2.9366,3.5962,3.7268,3.7771,4.2397,4.1928,4.518,4.8728,4.0823,4.3121,4.732,4.3917,3.8436,4.313,4.5462,4.301,4.4714,4.5624,4.8506,5.0254,4.9047,5.2559,5.116,5.0596,5.8709,5.6931,5.2562,5.7124,5.5643,5.1948,4.9118,4.3051,4.461,4.7291,5.4322,5.0424,5.2445,5.5191,5.3613,4.8252
Croatia,HRV,Gas flaring,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02016,0.025382,0.022998,0.021542,0.021883,0.02564,0.024904,0.029302,0.029224,0.031387,0.58252,0.57692,0.58779,0.78627,0.70507,0.83578,0.8103,0.76235,0.67745,0.66186,0.71142,0.76215,0.77636,0.7288,0.77792,0.75674,0.76597,0.7276,0.63682,0.57386,0.54152,0.55889,0.47324,0.4528,0.44116,0.24953,0.23672,0.31159,0.28463,0.28694,0.28818,0.28392,0.28392
Croatia,HRV,Oil,GCP,CO2,3.1281,3.2519,3.4566,3.9256,4.5985,5.1317,5.3939,5.9458,6.525,6.8255,9.0783,9.5371,8.486,11.286,11.1408,11.5032,11.9608,11.5609,13.2888,14.5152,13.8323,13.601,12.5122,13.2853,13.4329,13.6593,14.5828,13.6925,14.4862,14.0606,13.2394,9.5541,9.0465,9.2841,9.1954,10.5387,10.7118,11.2303,12.0003,12.7299,11.1648,11.6183,12.1222,13.3278,12.3328,12.8955,13.2103,13.501,12.5265,12.4789,10.6008,10.4556,9.7418,9.1042,8.9916,9.4195,9.3695,10.0125,9.5855,9.3215,8.2731,8.722,9.393
Croatia,HRV,Total fossil fuels and cement,GCP,CO2,5.8052,6.0876,6.2465,6.9495,7.8789,8.1134,8.0419,8.1302,8.6967,9.0189,11.7962,12.7061,11.892,14.2246,14.2799,14.8929,15.3671,14.9363,16.6981,18.167,17.8569,19.4062,17.8233,19.1939,20.2441,20.6529,21.5754,21.0598,21.7383,21.6703,22.9747,16.9852,16.3692,16.8065,16.0498,16.8157,17.3437,18.5565,19.0112,20.0224,19.66,20.7823,21.8873,23.2131,22.8849,23.34,23.5468,24.8597,23.5944,21.8053,21.0182,20.6502,19.0812,18.4322,17.6816,17.8247,18.109,18.744,17.7242,17.8574,16.8705,17.4106,17.5261
Cuba,CUB,Cement,GCP,CO2,0.1963,0.42872,0.38523,0.39977,0.39977,0.39614,0.39614,0,0.38523,0.38523,0.36706,0.37098,0.72783,0.74296,0.9004,1.0324,1.2413,1.319,1.349,1.2991,1.4098,1.6416,1.5772,1.6112,1.671,1.5916,1.6516,1.7705,1.7867,1.5742,1.5054,0.85535,0.54005,0.51716,0.57088,0.72665,0.71884,0.94178,0.85535,0.89293,0.8089,0.79899,0.98218,0.92487,0.9399,1.0658,1.1372,1.1644,1.0789,1.0226,0.9271,0.9399,0.954,0.92141,0.7129,0.66952,0.672,0.64409,0.71566,0.63329,0.45685,0.36773,0.36773
Cuba,CUB,Coal,GCP,CO2,0.11361,0.4249,0.12458,0.18686,0.23816,0.24182,0.16854,0.24549,0.15389,0.1832,0.17221,0.13923,0.13921,0.12089,0.12458,0.15022,0.12824,0.2345,0.2418,0.20154,0.25282,0.25279,0.34445,0.23816,0.26744,0.2748,0.26381,0.2821,0.30411,0.44334,0.557,0.37373,0.17221,0.21984,0.23454,0.21621,0.095279,0.073291,0.087936,0.0916,0.062279,0.098928,0.065952,0.098914,0.095264,0.01832,0.07328,0.07328,0.0916,0.087936,0.076952,0.010993,0.014656,0.03664,0.003664,0.021987,0.007328,0.014654,0.014654,0,0.0036646,0.0034197,0.0034197
Cuba,CUB,Gas,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0.003664,0.014653,0.029307,0.03664,0.032976,0.040304,0.032976,0.021981,0.03298,0.032976,0.025645,0.018322,0.014656,0.0073272,0.010992,0.010992,0.043963,0.040304,0.062288,0.069625,0.069616,0.040304,0.043968,0.036646,0.032981,0.036646,0.069626,0.23083,0.88302,1.1027,1.1432,1.1212,1.2639,1.352,1.4253,2.0812,2.3376,2.2277,2.2167,2.0594,1.9568,1.9859,2.0445,2.3047,2.3892,2.2753,2.0186,1.861,1.8247,1.7187,2.1227,1.9206
Cuba,CUB,Gas flaring,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096511,0.1009,0.16648,0.15405,0.081824,0.0073931,0.02669,0.03084,0.027049,0.072619,0.086049
Cuba,CUB,Oil,GCP,CO2,13.3772,11.3147,13.6447,12.4393,13.6411,13.9562,14.6047,15.4914,15.4804,16.6749,18.1148,19.0748,19.8957,21.4822,21.8264,25.8239,25.7872,27.7878,29.0484,30.1509,29.6784,30.8035,32.5874,28.9566,30.6349,30.6787,31.6203,31.8367,33.4853,33.6392,27.5164,25.8715,19.8406,19.0418,20.5403,21.8593,22.4822,23.7243,23.1198,22.5996,23.8016,23.1748,23.3543,23.6551,22.834,23.7024,23.5265,22.6289,24.71,25.0691,31.1364,26.5234,26.7875,25.0215,24.4206,26.2339,25.135,22.2628,20.5151,20.13,19.0708,18.3739,18.5432
Cuba,CUB,Total fossil fuels and cement,GCP,CO2,13.6871,12.1683,14.1545,13.0259,14.279,14.5941,15.1694,15.7369,16.0195,17.2433,18.6541,19.5887,20.7774,22.3753,22.8881,27.0395,27.1971,29.3742,30.6612,31.6845,31.374,32.7235,34.5273,30.8206,32.5807,32.556,33.5468,33.9333,35.6164,35.7191,29.6484,27.1702,20.5931,19.8228,21.3823,22.8351,23.333,24.809,24.294,24.4671,25.7755,25.2159,25.5236,25.9427,25.2212,26.2118,26.8182,26.2042,28.1083,28.3963,34.1998,29.4311,29.8386,28.1249,27.6083,29.4686,28.1715,24.9476,23.1331,22.6188,21.2771,20.9404,20.921
Cyprus,CYP,Cement,GCP,CO2,0.043611,0.047246,0.047246,0.047246,0.036343,0.047246,0.047246,0.090857,0.1163,0.11993,0.13083,0.15046,0.2112,0.22819,0.17371,0.31638,0.53477,0.56767,0.59166,0.60888,0.6702,0.56749,0.58874,0.52426,0.47923,0.37501,0.49167,0.49202,0.50425,0.61185,0.66766,0.62894,0.68551,0.74688,0.78378,0.75102,0.81086,0.78007,0.73951,0.7401,0.76271,0.74504,0.76598,0.75098,0.80769,0.78818,0.821,0.81241,0.8182,0.6731,0.55505,0.54604,0.50454,0.75229,0.97376,0.87713,0.88325,0.92288,0.84816,0.78921,0.88232,0.87881,0.87881
Cyprus,CYP,Coal,GCP,CO2,0,0,0,0,0,0,0.003664,0,0.003664,0.003664,0,0.003664,0.007328,0.003664,0,0,0,0,0,0,0,0,0,0,0.13923,0.19786,0.14656,0.39973,0.24182,0.19786,0.23174,0.23174,0.062116,0.074061,0.064505,0.047781,0.043003,0.045392,0.062116,0.071672,0.11706,0.12662,0.12662,0.12662,0.13738,0.15232,0.15067,0.11853,0.11064,0.05884,0.070807,0.030575,0.0012019,0.0012019,0.0091481,0.014687,0.0019513,0.011694,0.05385,0.068051,0.055947,0.159,0.159
Cyprus,CYP,Gas,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001815,0.0014667,0.0019177,0.0016023,0.0017035,0.0015407,0.0013779,0.0011015,0.000836,0.0009167,0.001672,0.0001665,0.0004195,0.0007311,0.0009467,0.0009665,0.001166,0.0011059,0.0005368,0.0011389,0.0007377,0.0009086,0.0005488,0.0007905,0.000407,0.0003982,0.000394,0.000418,0.00022345,0.00022587,0.00022,0.00029883,0.00029883
Cyprus,CYP,Gas flaring,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,CYP,Oil,GCP,CO2,0.84272,0.81707,0.85738,0.93798,0.96363,1.1029,1.1908,1.2714,1.5022,1.5462,1.5719,1.7294,2.1874,2.2717,1.7551,1.6744,1.9529,2.1317,2.2534,2.4366,2.5904,2.5282,2.5685,2.6271,2.6161,2.5721,2.9678,3.2932,3.4515,3.62,3.6942,4.2238,4.715,4.8785,5.0975,5.0181,5.315,5.4325,5.7527,6.004,6.1831,6.065,6.2234,6.6108,6.7655,6.9436,7.1308,7.4855,7.7035,7.6835,7.4396,7.1843,6.7334,5.8154,5.9555,6.0684,6.4749,6.5528,6.3994,6.4597,5.9526,5.9731,5.9731
Cyprus,CYP,Total fossil fuels and cement,GCP,CO2,0.88633,0.86432,0.90462,0.98523,0.99997,1.1501,1.2417,1.3623,1.6222,1.6698,1.7027,1.8835,2.4059,2.5035,1.9288,1.9908,2.4877,2.6994,2.845,3.0454,3.2606,3.0957,3.1572,3.1513,3.2346,3.145,3.6061,4.185,4.1976,4.4297,4.6449,5.1332,5.5057,5.7493,5.9915,5.8619,6.2119,6.2983,6.5925,6.8587,7.1046,6.9785,7.1694,7.5596,7.7887,7.9573,8.185,8.5035,8.7157,8.4702,8.1011,7.7876,7.2628,6.5826,6.9508,6.9716,7.3737,7.5038,7.3217,7.3423,6.9109,7.0294,7.0294
Czech Republic,CZE,Cement,GCP,CO2,1.6721,1.7701,1.8918,1.713,1.82,1.8944,2.0358,2.1506,2.1646,2.2513,2.4779,2.63,2.6259,2.7039,2.8549,2.9225,2.9587,2.9819,3.0704,3.043,3.085,3.0528,2.9093,2.9042,2.8664,2.7447,2.7059,2.6737,2.7733,2.7079,2.4892,2.3089,2.4684,2.1946,2.2084,2.005,2.1165,2.0834,2.0677,1.9629,1.9369,1.6288,1.4035,1.4849,1.6268,1.6245,1.7485,2.0431,1.9961,1.5661,1.469,1.6645,1.5171,1.3318,1.4827,1.5582,1.6976,1.7283,1.8675,1.9772,1.891,1.9579,1.9579
Czech Republic,CZE,Coal,GCP,CO2,91.5884,98.6135,104.2432,109.7663,112.6233,108.8706,107.3965,104.5336,109.1004,113.7317,128.5697,132.2865,130.989,127.8107,127.4171,131.1817,134.8403,136.7201,139.9997,134.5356,136.6335,136.646,136.6825,138.0503,141.0631,138.6598,140.9217,138.6662,137.6046,131.2117,123.4193,112.7108,105.7914,100.747,94.9216,94.8338,95.2192,90.9226,83.6656,75.6159,86.8362,84.798,82.6757,83.9682,83.408,80.6045,81.8846,83.6278,78.6596,73.2867,74.5538,73.7493,70.7679,66.87,64.9053,64.3217,64.7279,64.3068,63.5732,57.4684,49.7267,51.4812,56.248
Czech Republic,CZE,Gas,GCP,CO2,1.3562,1.3249,1.119,1.0451,0.9885,0.89185,0.99057,1.2162,1.479,1.8285,1.9969,2.3128,2.5425,2.7644,3.3974,3.7873,4.2944,5.4313,6.0955,6.6799,8.4864,7.3782,7.8821,7.8447,8.756,8.7883,9.8263,9.932,9.9668,11.1548,12.5645,12.2943,14.7214,15.3171,14.2249,15.6301,18.0415,18.4351,18.4236,18.4745,18.1344,19.3,18.5389,18.9737,19.1198,18.7592,18.4153,17.4594,17.2976,16.3153,18.3984,16.8247,16.624,16.8262,15.1126,15.9087,17.0085,17.7131,16.641,17.3609,17.4308,19.0449,15.5822
Czech Republic,CZE,Gas flaring,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45844,0.39805,0.3963,0.37809,0.36793,0.36227,0.34997,0.35594,0.33995,0.31396,0.32244,0.33164,0.33397,0.32274,0.31448,0.31377,0.33579,0.30333,0.29804,0.25945,0.2703,0.26639,0.27078,0.20479,0.20812,0.19646,0.16401,0.13157,0.10814,0.083737,0.053801,0.054833,0.054833
Czech Republic,CZE,Oil,GCP,CO2,4.4359,5.7963,7.3101,7.968,9.9701,10.5428,11.0995,13.3781,14.1358,16.8821,21.3752,24.7481,27.2936,30.8292,32.3302,35.7769,38.3174,40.6592,38.2988,38.2988,36.4725,35.5714,33.3721,32.277,34.4825,34.407,32.4006,32.3696,30.2722,27.2563,22.4891,19.7852,21.177,20.3779,19.7952,17.6612,18.0426,17.6953,19.4857,18.6229,18.1916,19.2826,19.2534,21.059,22.039,22.6004,22.3923,23.0812,22.9215,21.9948,21.1552,20.9207,20.422,19.777,20.8225,21.34,21.3852,22.1611,22.3675,22.4843,21.1028,22.494,22.494
Czech Republic,CZE,Total fossil fuels and cement,GCP,CO2,99.0526,107.5048,114.5641,120.4923,125.4019,122.1996,121.5224,121.2785,126.88,134.6936,154.4197,161.9774,163.451,164.1082,165.9996,173.6683,180.4108,185.7924,187.4644,182.5574,184.6774,182.6485,180.8461,181.0762,187.168,184.5998,185.8545,183.6414,180.617,172.3307,164.2504,148.8833,145.7058,140.124,132.668,131.6222,135.0187,130.9416,125.6088,116.6719,127.236,127.1444,123.97,127.5717,128.2916,125.6907,126.5551,128.3821,122.951,114.999,117.4907,115.202,111.2984,106.7327,104.2562,105.0223,106.6809,107.7766,106.3584,101.0327,91.6974,96.6652,97.9693
Democratic Republic of the Congo,COD,Cement,GCP,CO2,0.098126,0.068944,0.098126,0.12012,0.11287,0.12338,0.13083,0.14537,0.14537,0.15991,0.20715,0.22533,0.23623,0.2653,0.30891,0.30891,0.3198,0.238,0.22471,0.21167,0.20574,0.22699,0.24767,0.23141,0.23833,0.19362,0.19096,0.21049,0.20774,0.18969,0.18925,0.10248,0.071215,0.06089,0.067734,0.095742,0.098036,0.050771,0.054343,0.064382,0.068326,0.080942,0.10629,0.13215,0.16015,0.20661,0.20384,0.20528,0.15809,0.17715,0.18895,0.17517,0.15791,0.17399,0.12787,0.15461,0.098036,0.34874,0.45298,0.5359,0.49793,0.60449,0.60449
Democratic Republic of the Congo,COD,Coal,GCP,CO2,1.0406,1.0573,0.83906,0.81838,0.93973,1.1781,0.90867,0.94898,0.74013,0.88669,0.78776,0.8757,0.85005,0.82806,0.83173,0.67051,0.8757,0.88669,0.84272,0.74746,0.84272,0.86104,0.8244,0.80608,0.8244,0.82156,0.83906,0.85005,0.93066,0.84272,0.89035,0.1478,0.098533,0,0,0,0,0,0,0,0,0.00040955,0.0047374,0.0023768,0.0067714,0.024014,0.020457,0.03157,0.03593,0.025321,0.038077,0.030384,0.034605,0.013119,0.018293,0.035906,0.04191,0.052036,0.090078,0.04693,0.027204,0.035905,0
Democratic Republic of the Congo,COD,Gas,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021984,0.043968,0.043968,0.043968,0.04405,0.043968,0,0,0.003664,0.003664,0,0,0,0,0,0,0
Democratic Republic of the Congo,COD,Gas flaring,GCP,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0528,0.99256,1.1615,1.214,1.0777,0.88197,0.812,0.87729,0.87947,1.0566,0.87196,0.81931,0.7799,0.89614,0.84008,0.72762,0.73692,0.57236,0.4078,0.37095,0.41781,0.39666,0.39328,0.3494,0.29339,0.37546,0.43659,0.4245,0.38681
