State,Source,Sector,Gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
USA.HI,US,Agriculture,N2O,0.298863,0.307515,0.291711,0.284929,0.278189,0.278655,0.276296,0.278646,0.279747,0.287421,0.291324,0.283735,0.282675,0.284823,0.285266,0.28552,0.288319,0.288019,0.281467,0.284469,0.281546,0.279272,0.278009,0.273826,0.271143,0.270716,0.272291,0.272519,0.272639,0.272217,0.27219
USA.HI,US,Agriculture,All GHG,0.727337,0.758759,0.697975,0.675046,0.653748,0.667618,0.64183,0.649034,0.662543,0.656261,0.651629,0.610917,0.604948,0.614226,0.613793,0.611459,0.622376,0.60775,0.58168,0.586959,0.57454,0.565768,0.559637,0.540091,0.531156,0.530069,0.544795,0.550646,0.552189,0.541497,0.536297
USA.HI,US,Energy,CH4,0.088263,0.085162,0.089543,0.08412,0.084844,0.081151,0.0714,0.068767,0.068752,0.067736,0.066378,0.06727,0.059156,0.055507,0.056005,0.053645,0.056394,0.061245,0.049505,0.049559,0.040709,0.039259,0.037761,0.038891,0.039624,0.035561,0.034238,0.034848,0.034453,0.03586,0.033897
USA.HI,US,Energy,CO2,17.87399,15.68719,17.26668,16.19858,17.24547,17.36423,17.64735,17.38297,17.47373,16.51104,17.01612,16.73064,17.72798,17.54111,18.28956,19.38235,19.84646,18.98514,17.42227,16.55838,17.14445,17.4284,16.88245,16.98701,16.96798,16.99335,16.97471,17.32969,16.97422,17.33351,13.34979
USA.HI,US,Energy,N2O,0.228828,0.235225,0.250955,0.259807,0.264377,0.2679,0.263887,0.256845,0.252718,0.246082,0.247384,0.228973,0.222938,0.225259,0.226357,0.219808,0.230504,0.226014,0.201401,0.190558,0.184544,0.180913,0.176935,0.177522,0.177108,0.171319,0.171857,0.169906,0.169209,0.172822,0.155502
USA.HI,US,Energy,All GHG,18.19108,16.00757,17.60718,16.54251,17.59469,17.71328,17.98264,17.70858,17.7952,16.82485,17.32988,17.02688,18.01008,17.82188,18.57192,19.6558,20.13335,19.2724,17.67317,16.7985,17.3697,17.64857,17.09715,17.20343,17.18471,17.20023,17.18081,17.53445,17.17789,17.54219,13.53919
USA.HI,US,Industrial Processes,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.HI,US,Industrial Processes,CO2,0.15095,0.148097,0.142645,0.284775,0.323371,0.31658,0.070285,0.032841,0.03633,0.033885,0.03127,0.028302,0.027052,0.030757,0.032971,0.035898,0.034082,0.035518,0.031697,0.027597,0.04521,0.045504,0.043885,0.0437,0.032935,0.047133,0.048656,0.047306,0.048765,0.051326,0.050589
USA.HI,US,Industrial Processes,N2O,0.018633,0.01825,0.0173,0.019645,0.019655,0.019587,0.019477,0.020616,0.02043,0.020128,0.019974,0.019955,0.017983,0.018015,0.018186,0.01831,0.01841,0.018361,0.018401,0.018398,0.018499,0.018546,0.018644,0.01864,0.018685,0.018647,0.018584,0.018431,0.018296,0.018143,0.018001
USA.HI,US,Industrial Processes,F-Gas,0.029279,0.029358,0.034516,0.053601,0.091489,0.168195,0.22251,0.272827,0.306285,0.339858,0.366337,0.393894,0.415017,0.434206,0.453904,0.475154,0.504827,0.534034,0.571155,0.613227,0.649935,0.661129,0.673783,0.681873,0.704222,0.72973,0.732014,0.727716,0.730892,0.745573,0.753336
USA.HI,US,Industrial Processes,All GHG,0.198861,0.195706,0.194462,0.358021,0.434515,0.504361,0.312272,0.326284,0.363044,0.393871,0.417582,0.442152,0.460052,0.482978,0.505061,0.529362,0.557319,0.587914,0.621254,0.659222,0.713643,0.725179,0.736311,0.744212,0.755843,0.795509,0.799254,0.793454,0.797953,0.815043,0.821926
USA.HI,US,Land-Use Change and Forestry,CH4,0,0,0.000344,0,0,0,0,0,0,0,0,0,0,0,0,0.003816,0,0.000792,0,0.000782,0,0,0,0,0,0,0,0,0,0,0
USA.HI,US,Land-Use Change and Forestry,CO2,0.52159,0.45905,0.443145,0.376385,0.225911,0.21091,0.202963,0.191407,0.281137,0.362229,0.437571,0.495289,0.49764,0.521416,0.517182,0.518288,0.530863,0.522246,0.593883,0.619158,0.642536,0.699126,0.733906,0.743819,0.752454,0.740886,0.738534,0.732928,0.7315,0.731045,0.72729
USA.HI,US,Land-Use Change and Forestry,N2O,0.023734,0.023787,0.026815,0.027122,0.026892,0.026889,0.027259,0.026783,0.025103,0.025781,0.027965,0.027987,0.026701,0.027482,0.03081,0.034977,0.031851,0.032974,0.03344,0.034152,0.030122,0.032142,0.031686,0.032685,0.032941,0.032577,0.033536,0.033903,0.034107,0.034205,0.034296
USA.HI,US,Land-Use Change and Forestry,All GHG,0.545323,0.482838,0.470303,0.403507,0.252803,0.237799,0.230223,0.21819,0.30624,0.388009,0.465536,0.523277,0.524341,0.548898,0.547992,0.557081,0.562714,0.556012,0.627323,0.654092,0.672658,0.731268,0.765592,0.776503,0.785396,0.773462,0.77207,0.766831,0.765607,0.76525,0.761585
USA.HI,US,Waste,CH4,0.902157,0.808921,0.759285,0.779168,0.771462,0.709814,0.716181,0.632686,0.541804,0.500116,0.495582,0.50791,0.50681,0.500474,0.514634,0.503903,0.467203,0.478307,0.44882,0.408696,0.469123,0.49243,0.538981,0.480363,0.466474,0.464937,0.395031,0.403144,0.376788,0.391244,0.372978
USA.HI,US,Waste,N2O,0.0734,0.075769,0.07817,0.07946,0.082094,0.082365,0.083728,0.083922,0.085443,0.087132,0.088033,0.08773,0.089607,0.09082,0.092316,0.092566,0.094855,0.099151,0.103129,0.096953,0.093348,0.103425,0.102456,0.098942,0.09846,0.097693,0.098532,0.099605,0.10035,0.09893,0.09834
USA.HI,US,Waste,All GHG,0.975557,0.88469,0.837455,0.858627,0.853555,0.792179,0.799909,0.716609,0.627248,0.587249,0.583615,0.59564,0.596417,0.591293,0.60695,0.596469,0.562058,0.577458,0.551949,0.505649,0.56247,0.595855,0.641438,0.579305,0.564934,0.56263,0.493563,0.502749,0.477139,0.490174,0.471319
USA.HI,US,Total including LUCF,All GHG,20.63816,18.32957,19.80737,18.83771,19.78931,19.91524,19.96687,19.6187,19.75428,18.85024,19.44825,19.19887,20.19583,20.05927,20.84572,21.95017,22.43782,21.60153,20.05538,19.20442,19.89301,20.26664,19.80012,19.84354,19.82204,19.8619,19.79049,20.14813,19.77077,20.15415,16.13032
USA.HI,US,Total excluding LUCF,CH4,1.417146,1.343595,1.253379,1.25169,1.23016,1.178279,1.151464,1.070175,0.991731,0.935258,0.920909,0.901005,0.886883,0.884028,0.89781,0.882131,0.856299,0.857927,0.797216,0.759458,0.801472,0.816766,0.856905,0.784064,0.764681,0.758434,0.700351,0.714724,0.689408,0.695012,0.669624
USA.HI,US,Total excluding LUCF,CO2,18.02669,15.83702,17.41104,16.48507,17.57055,17.68246,17.71929,17.41748,17.51168,16.54635,17.04875,16.7603,17.75639,17.57322,18.32389,19.4196,19.88189,19.02202,17.45529,16.58727,17.19101,17.47533,16.9278,17.03217,17.00234,17.0419,17.02479,17.3784,17.02437,17.3862,13.40174
USA.HI,US,Total excluding LUCF,N2O,0.619723,0.636759,0.638135,0.643841,0.644313,0.648506,0.643389,0.640028,0.638338,0.640763,0.646715,0.620394,0.613203,0.618917,0.622125,0.616204,0.632088,0.631545,0.604399,0.590377,0.577937,0.582157,0.576044,0.56893,0.565396,0.558374,0.561264,0.56046,0.560495,0.562112,0.544033
USA.HI,US,Total excluding LUCF,F-Gas,0.029279,0.029358,0.034516,0.053601,0.091489,0.168195,0.22251,0.272827,0.306285,0.339858,0.366337,0.393894,0.415017,0.434206,0.453904,0.475154,0.504827,0.534034,0.571155,0.613227,0.649935,0.661129,0.673783,0.681873,0.704222,0.72973,0.732014,0.727716,0.730892,0.745573,0.753336
USA.HI,US,Total excluding LUCF,All GHG,20.09284,17.84673,19.33707,18.4342,19.53651,19.67744,19.73665,19.40051,19.44804,18.46223,18.98271,18.67559,19.67149,19.51038,20.29773,21.39309,21.87511,21.04552,19.42806,18.55033,19.22036,19.53538,19.03453,19.06704,19.03664,19.08844,19.01842,19.3813,19.00517,19.3889,15.36873
USA.HI,US,Total including LUCF,CH4,1.417146,1.343595,1.253722,1.25169,1.23016,1.178279,1.151464,1.070175,0.991731,0.935258,0.920909,0.901005,0.886883,0.884028,0.89781,0.885947,0.856299,0.858719,0.797216,0.760241,0.801472,0.816766,0.856905,0.784064,0.764681,0.758434,0.700351,0.714724,0.689408,0.695012,0.669624
USA.HI,US,Total including LUCF,CO2,18.54828,16.29607,17.85418,16.86145,17.79646,17.89337,17.92225,17.60889,17.79282,16.90858,17.48632,17.25559,18.25403,18.09464,18.84107,19.93789,20.41276,19.54426,18.04917,17.20642,17.83355,18.17445,17.66171,17.77599,17.7548,17.78278,17.76332,18.11132,17.75587,18.11725,14.12903
USA.HI,US,Total including LUCF,N2O,0.643457,0.660547,0.66495,0.670963,0.671205,0.675395,0.670648,0.666811,0.663441,0.666543,0.67468,0.648381,0.639904,0.646399,0.652935,0.651181,0.663939,0.664519,0.637839,0.62453,0.608059,0.614298,0.60773,0.601615,0.598338,0.590951,0.5948,0.594363,0.594602,0.596317,0.578329
USA.HI,US,Total including LUCF,F-Gas,0.029279,0.029358,0.034516,0.053601,0.091489,0.168195,0.22251,0.272827,0.306285,0.339858,0.366337,0.393894,0.415017,0.434206,0.453904,0.475154,0.504827,0.534034,0.571155,0.613227,0.649935,0.661129,0.673783,0.681873,0.704222,0.72973,0.732014,0.727716,0.730892,0.745573,0.753336
USA.IA,US,Agriculture,CH4,11.48694,11.81587,11.53283,11.57965,11.82954,11.97798,10.83651,11.16871,11.89568,11.99571,11.87944,11.5773,11.62878,11.59976,11.18354,11.71538,11.82617,12.55061,12.19897,11.74648,12.37746,12.20046,12.75153,12.33907,11.9717,12.73704,13.33276,13.46827,13.89668,13.89343,13.82589
USA.IA,US,Agriculture,CO2,0.482715,0.503301,0.467451,0.429735,0.432316,0.528405,0.326557,0.412404,0.465908,0.517248,0.472732,0.480133,1.035932,0.605881,0.48195,0.154121,0.151745,0.517338,0.547701,0.121935,0.443098,0.544856,0.554409,0.264463,0.257611,0.502396,0.308646,0.187972,0.30222,0.281309,0.294214
USA.IA,US,Agriculture,N2O,23.8357,22.61293,20.09932,22.47175,21.5136,21.62155,23.01588,20.85996,23.33863,24.09484,20.1195,21.64917,24.42399,21.75674,22.22018,23.27201,24.54407,23.7577,23.95103,23.94791,23.9943,23.71556,21.53615,23.96473,29.87258,27.1788,25.89442,25.79007,26.93271,27.39071,25.23508
USA.IA,US,Agriculture,All GHG,35.80536,34.9321,32.0996,34.48114,33.77545,34.12793,34.17895,32.44108,35.70021,36.6078,32.47167,33.7066,37.0887,33.96238,33.88567,35.14151,36.52199,36.82565,36.6977,35.81633,36.81485,36.46088,34.84209,36.56826,42.10189,40.41824,39.53583,39.44631,41.13161,41.56545,39.35518
USA.IA,US,Energy,CH4,2.239857,2.267045,2.250398,2.210182,2.193752,2.124056,2.065041,2.015767,1.948014,1.877995,1.828873,1.76167,1.74723,1.733045,1.643021,1.588059,1.543122,1.555321,1.514275,1.454564,1.425646,1.365901,1.360989,1.425233,1.460338,1.452837,1.489087,1.469198,1.538227,1.559123,1.573808
USA.IA,US,Energy,CO2,61.46846,63.74972,61.48657,64.49297,65.78213,69.23509,71.73259,71.38973,74.93448,76.90905,78.65501,77.61445,77.91774,77.89496,79.21651,78.88297,80.65764,86.40863,89.74646,84.60669,89.64884,86.3357,80.09713,81.89584,81.50066,75.73907,71.68319,72.27514,77.99561,73.00213,61.11241
USA.IA,US,Energy,N2O,0.898944,0.931095,0.95665,0.993273,1.041352,1.047045,1.070199,1.090699,1.135705,1.107864,1.117458,1.106816,1.09909,1.079802,1.071274,1.006033,1.021656,0.985823,1.008801,0.959052,1.034944,0.980211,0.90765,0.880222,0.85853,0.794612,0.737075,0.723223,0.767462,0.668183,0.532596
USA.IA,US,Energy,All GHG,64.60726,66.94786,64.69362,67.69643,69.01723,72.4062,74.86783,74.4962,78.0182,79.89491,81.60135,80.48294,80.76406,80.7078,81.9308,81.47706,83.22241,88.94977,92.26954,87.02031,92.10943,88.68182,82.36576,84.2013,83.81953,77.98652,73.90935,74.46756,80.3013,75.22943,63.21881
USA.IA,US,Industrial Processes,CH4,8.39E-05,7.25E-05,7.85E-05,8.55E-05,8.33E-05,8.50E-05,7.97E-05,7.78E-05,6.90E-05,5.89E-05,4.29E-05,2.13E-05,1.01E-05,2.92E-05,3.94E-05,4.98E-05,5.46E-05,6.43E-05,5.67E-05,3.23E-05,0,0,0,0,0,0,0,0,0,0,0
USA.IA,US,Industrial Processes,CO2,2.630336,2.662046,2.749212,2.240894,2.356924,2.394958,2.491102,2.593178,2.597424,2.311657,2.104699,1.83918,1.87754,1.826544,2.060976,2.171812,2.422089,2.521933,2.313671,1.987258,2.349007,2.236883,2.476005,2.886101,2.445664,2.632632,2.7314,3.623803,3.713958,3.627685,3.960693
USA.IA,US,Industrial Processes,N2O,0.540228,0.538333,0.54854,0.561296,0.589576,0.597155,0.619545,0.636339,0.626717,0.605234,0.590133,0.487982,0.518772,0.489736,0.485785,0.50231,0.492613,0.578592,0.8376,0.721917,0.988695,0.941327,0.994129,0.840781,0.866136,0.783444,0.791175,0.728695,0.769891,0.822329,0.697813
USA.IA,US,Industrial Processes,F-Gas,0.383936,0.370663,0.382261,0.423518,0.509651,0.694683,0.821004,0.941369,1.00046,1.105865,1.177158,1.247456,1.2786,1.316282,1.347227,1.381619,1.434976,1.507705,1.59455,1.409065,1.773738,1.740647,1.842778,1.654789,1.60333,1.631035,1.638887,1.628279,1.632231,1.6683,1.698221
USA.IA,US,Industrial Processes,All GHG,3.554584,3.571115,3.680092,3.225794,3.456233,3.686881,3.93173,4.170964,4.22467,4.022816,3.872033,3.574639,3.674921,3.632591,3.894027,4.055791,4.349733,4.608294,4.745877,4.118272,5.11144,4.918857,5.312912,5.381671,4.91513,5.047111,5.161461,5.980776,6.11608,6.118314,6.356727
USA.IA,US,Land-Use Change and Forestry,CH4,0.183729,0.183385,0.172684,0.17333,0.170571,0.170644,0.170424,0.170212,0.170181,0.170118,0.16999,0.169963,0.169966,0.170194,0.170963,0.173974,0.173723,0.173715,0.173715,0.173718,0.174468,0.174247,0.173712,0.173473,0.173472,0.173442,0.175026,0.174538,0.174539,0.174523,0.175523
USA.IA,US,Land-Use Change and Forestry,CO2,-9.98595,-11.0318,-10.6877,-4.67049,-6.7809,-7.56063,-9.49734,-8.02805,-3.8823,-4.76595,-6.9053,-8.3275,-8.33336,-10.6986,-9.22593,-9.44933,-12.0724,-9.25223,-8.35642,-6.77647,-7.97909,-10.5464,-12.4263,-9.54739,-7.15524,-7.81829,-9.03336,-9.18126,-8.43601,-8.27707,-9.19316
USA.IA,US,Land-Use Change and Forestry,N2O,0.018139,0.018042,0.021025,0.022567,0.021849,0.021804,0.022433,0.021241,0.016788,0.016928,0.022087,0.021494,0.018253,0.019529,0.027021,0.026543,0.026956,0.027356,0.026485,0.024737,0.015963,0.018049,0.015603,0.016258,0.016197,0.015376,0.016082,0.017011,0.017579,0.017921,0.018165
USA.IA,US,Land-Use Change and Forestry,All GHG,-9.78408,-10.8303,-10.494,-4.47459,-6.58848,-7.36818,-9.30449,-7.8366,-3.69533,-4.57891,-6.71322,-8.13604,-8.14514,-10.5089,-9.02795,-9.24882,-11.8717,-9.05116,-8.15622,-6.57801,-7.78866,-10.3541,-12.237,-9.35766,-6.96557,-7.62947,-8.84225,-8.98972,-8.24389,-8.08463,-8.99948
USA.IA,US,Waste,CH4,2.329762,2.199875,2.119965,2.044047,2.002658,2.021276,1.965073,1.82756,1.781114,1.761768,1.77101,1.690934,1.680838,1.688869,1.625419,1.436607,1.564133,1.598792,1.759634,1.774191,1.973669,2.044591,2.34291,2.092874,2.055297,2.103711,2.128841,2.295722,2.29328,2.16199,2.211015
USA.IA,US,Waste,N2O,0.188933,0.192045,0.195992,0.197872,0.20308,0.203585,0.206411,0.206303,0.210408,0.216508,0.2188,0.219189,0.225101,0.228086,0.2299,0.227794,0.231683,0.233592,0.2327,0.229212,0.230369,0.223321,0.296166,0.236835,0.235101,0.232847,0.235018,0.239606,0.241628,0.241293,0.242279
USA.IA,US,Waste,All GHG,2.518694,2.391921,2.315957,2.241919,2.205737,2.224861,2.171483,2.033863,1.991521,1.978276,1.989809,1.910123,1.905939,1.916955,1.855319,1.664401,1.795816,1.832385,1.992334,2.003403,2.204038,2.267912,2.639075,2.329709,2.290398,2.336558,2.363859,2.535328,2.534908,2.403283,2.453293
USA.IA,US,Total including LUCF,All GHG,96.70182,97.01267,92.29527,103.1707,101.8662,105.0777,105.8455,105.3055,116.2393,117.9249,113.2216,111.5383,115.2885,109.7108,112.5379,113.0899,114.0183,123.1649,127.5492,122.3803,128.4511,121.9754,112.9228,119.1233,126.1614,118.159,112.1282,113.4403,121.84,117.2319,102.3845
USA.IA,US,Total excluding LUCF,CH4,16.05665,16.28286,15.90328,15.83397,16.02603,16.1234,14.8667,15.01212,15.62488,15.63554,15.47936,15.02992,15.05685,15.0217,14.45202,14.7401,14.93348,15.70478,15.47294,14.97527,15.77677,15.61095,16.45543,15.85718,15.48734,16.29359,16.95069,17.23319,17.72818,17.61455,17.61071
USA.IA,US,Total excluding LUCF,CO2,64.58151,66.91507,64.70324,67.1636,68.57136,72.15846,74.55025,74.39531,77.99781,79.73795,81.23245,79.93377,80.83121,80.32738,81.75943,81.20891,83.23147,89.4479,92.60783,86.71589,92.44094,89.11744,83.12754,85.04641,84.20394,78.8741,74.72324,76.08691,82.01179,76.91112,65.36731
USA.IA,US,Total excluding LUCF,N2O,25.46381,24.2744,21.8005,24.2242,23.34761,23.46933,24.91204,22.7933,25.31146,26.02445,22.04589,23.46316,26.26695,23.55436,24.00714,25.00814,26.29002,25.55571,26.03013,25.8581,26.24831,25.86042,23.7341,25.92257,31.83234,28.98971,27.65769,27.48159,28.71169,29.12251,26.70776
USA.IA,US,Total excluding LUCF,F-Gas,0.383936,0.370663,0.382261,0.423518,0.509651,0.694683,0.821004,0.941369,1.00046,1.105865,1.177158,1.247456,1.2786,1.316282,1.347227,1.381619,1.434976,1.507705,1.59455,1.409065,1.773738,1.740647,1.842778,1.654789,1.60333,1.631035,1.638887,1.628279,1.632231,1.6683,1.698221
USA.IA,US,Total excluding LUCF,All GHG,106.4859,107.843,102.7893,107.6453,108.4547,112.4459,115.15,113.1421,119.9346,122.5038,119.9349,119.6743,123.4336,120.2197,121.5658,122.3388,125.89,132.2161,135.7054,128.9583,136.2398,132.3295,125.1598,128.4809,133.127,125.7884,120.9705,122.43,130.0839,125.3165,111.384
USA.IA,US,Total including LUCF,CH4,16.24038,16.46625,16.07596,16.0073,16.1966,16.29404,15.03713,15.18233,15.79506,15.80565,15.64935,15.19988,15.22682,15.19189,14.62298,14.91407,15.10721,15.8785,15.64665,15.14899,15.95124,15.7852,16.62914,16.03065,15.66081,16.46703,17.12572,17.40773,17.90272,17.78907,17.78623
USA.IA,US,Total including LUCF,CO2,54.59556,55.88331,54.01553,62.49312,61.79047,64.59783,65.0529,66.36726,74.11551,74.972,74.32715,71.60627,72.49785,69.62876,72.5335,71.75957,71.1591,80.19567,84.25141,79.93942,84.46186,78.57104,70.70119,75.49902,77.0487,71.0558,65.68987,66.90565,73.57579,68.63405,56.17415
USA.IA,US,Total including LUCF,N2O,25.48195,24.29245,21.82153,24.24676,23.36946,23.49114,24.93447,22.81455,25.32824,26.04137,22.06798,23.48465,26.2852,23.57389,24.03416,25.03469,26.31698,25.58307,26.05661,25.88283,26.26427,25.87847,23.7497,25.93882,31.84854,29.00508,27.67377,27.4986,28.72927,29.14043,26.72593
USA.IA,US,Total including LUCF,F-Gas,0.383936,0.370663,0.382261,0.423518,0.509651,0.694683,0.821004,0.941369,1.00046,1.105865,1.177158,1.247456,1.2786,1.316282,1.347227,1.381619,1.434976,1.507705,1.59455,1.409065,1.773738,1.740647,1.842778,1.654789,1.60333,1.631035,1.638887,1.628279,1.632231,1.6683,1.698221
USA.ID,US,Agriculture,CH4,3.519286,3.696525,3.805393,3.743902,3.948312,4.20885,4.399595,4.557166,4.785513,4.949827,5.24967,5.472878,5.603744,5.82517,5.712577,6.00069,6.313236,6.845519,6.833534,6.869591,6.781091,7.066193,7.150622,7.380602,7.044893,7.27763,7.535274,7.704516,7.779404,7.908922,8.199906
USA.ID,US,Agriculture,CO2,0.055145,0.059086,0.066086,0.068674,0.069079,0.07578,0.287617,0.106084,0.105058,0.106262,0.101813,0.092295,0.089431,0.099558,0.118331,0.128605,0.13016,0.123849,0.118255,0.092112,0.084995,0.122405,0.114749,0.109964,0.064948,0.064393,0.056853,0.036809,0.023825,0.01084,0.01084
USA.ID,US,Agriculture,N2O,3.799398,3.833328,3.821174,4.370586,4.071333,4.591431,4.413912,4.662668,4.875544,4.458354,4.488224,4.174716,4.403712,4.811305,4.813892,5.142811,4.999921,4.62147,4.581523,5.151894,4.489446,5.198453,4.715771,5.175758,4.956092,5.029257,5.020614,5.004294,5.072555,5.15807,4.904197
USA.ID,US,Agriculture,All GHG,7.37383,7.588939,7.692653,8.183163,8.088723,8.876061,9.101123,9.325918,9.766114,9.514443,9.839707,9.739889,10.09689,10.73603,10.6448,11.27211,11.44332,11.59084,11.53331,12.1136,11.35553,12.38705,11.98114,12.66632,12.06593,12.37128,12.61274,12.74562,12.87578,13.07783,13.11494
USA.ID,US,Energy,CH4,0.588484,0.598928,0.596233,0.593756,0.59287,0.57808,0.562369,0.557874,0.544384,0.524869,0.513829,0.494768,0.46343,0.450505,0.443158,0.484906,0.464126,0.434941,0.431491,0.37369,0.366877,0.34782,0.345028,0.361924,0.368256,0.433683,0.43628,0.452014,0.471999,0.496085,0.478988
USA.ID,US,Energy,CO2,11.45723,12.26955,11.35193,12.4067,12.45907,13.2678,13.84137,13.98165,13.99517,14.9016,15.57083,15.5845,14.99362,14.65334,15.7977,15.89635,16.09036,16.59836,15.97902,15.54372,16.1658,15.89226,15.65351,17.07777,16.44944,16.97709,17.26603,17.66544,17.69851,18.83014,18.55882
USA.ID,US,Energy,N2O,0.244188,0.263203,0.273067,0.297445,0.3051,0.321078,0.332963,0.332782,0.342761,0.333509,0.314569,0.320023,0.296604,0.285801,0.285766,0.276082,0.27636,0.242252,0.231301,0.215716,0.215026,0.207477,0.192038,0.188721,0.181106,0.204389,0.199117,0.194352,0.200307,0.203375,0.181155
USA.ID,US,Energy,All GHG,12.2899,13.13168,12.22123,13.2979,13.35704,14.16696,14.7367,14.8723,14.88231,15.75998,16.39923,16.39929,15.75365,15.38965,16.52663,16.65734,16.83084,17.27555,16.64181,16.13313,16.74771,16.44756,16.19057,17.62842,16.9988,17.61516,17.90142,18.31181,18.37082,19.5296,19.21896
USA.ID,US,Industrial Processes,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.ID,US,Industrial Processes,CO2,0.905551,0.920491,0.896121,0.869434,0.910939,0.931604,0.956154,0.976086,1.02158,1.015325,1.017938,0.973978,0.987037,0.973433,0.853224,0.893541,0.892302,0.721173,0.68517,0.500002,0.194694,0.206357,0.196538,0.200514,0.17638,0.2371,0.189634,0.181881,0.195886,0.191706,0.192423
USA.ID,US,Industrial Processes,N2O,0.065944,0.065694,0.066234,0.069866,0.073182,0.074697,0.077254,0.080651,0.079602,0.078174,0.077516,0.066726,0.06814,0.066283,0.066773,0.069461,0.070303,0.080494,0.090066,0.078228,0.021597,0.021179,0.02121,0.021316,0.021447,0.021581,0.021997,0.022187,0.022581,0.023173,0.023547
USA.ID,US,Industrial Processes,F-Gas,0.530662,0.515549,0.515948,0.55521,0.581201,0.664826,0.712304,0.748762,0.806972,0.84737,0.798559,0.726828,0.733813,0.735379,0.732349,0.736461,0.771978,0.789404,0.817752,0.772088,0.623463,0.366509,0.756612,0.642492,0.742427,0.768636,0.790222,0.783078,0.799678,0.819057,0.84774
USA.ID,US,Industrial Processes,All GHG,1.502157,1.501734,1.478303,1.494509,1.565322,1.671126,1.745712,1.805499,1.908155,1.940869,1.894013,1.767533,1.788989,1.775096,1.652345,1.699462,1.734582,1.591071,1.592989,1.350318,0.839754,0.594045,0.97436,0.864322,0.940253,1.027317,1.001854,0.987146,1.018146,1.033936,1.063711
USA.ID,US,Land-Use Change and Forestry,CH4,0.248834,0.267726,0.415653,0.222684,0.896715,0.249311,0.438512,0.22867,0.303741,0.301384,1.912992,0.30126,0.248297,0.669784,0.22352,0.715048,0.956437,2.899598,0.310194,0.220958,0.294735,0.44257,2.071312,0.945028,0.37169,1.295332,0.715366,0.973456,0.525126,0.307693,0.512223
USA.ID,US,Land-Use Change and Forestry,CO2,-0.20674,-0.01729,0.173441,-0.28104,-0.60377,-1.23748,-1.13111,-1.28354,-2.45882,-2.4095,-3.58601,-4.08051,-3.61807,-3.12529,-2.12783,-2.34706,-2.86158,-3.87441,-2.67329,-2.93637,-2.8394,-2.67703,-3.29844,-3.04019,-1.36452,-1.82189,-0.2818,0.079481,0.408005,0.88076,0.387343
USA.ID,US,Land-Use Change and Forestry,N2O,0.032253,0.048234,0.213546,0.009332,0.689213,0.039532,0.224331,0.01551,0.08207,0.095493,1.434803,0.082544,0.03732,0.369394,0.021825,0.423741,0.620865,2.182941,0.106709,0.015887,0.102718,0.186397,1.749388,0.612827,0.143401,0.851745,0.419253,0.604257,0.28112,0.103856,0.258157
USA.ID,US,Land-Use Change and Forestry,All GHG,0.07435,0.298672,0.802641,-0.04902,0.982158,-0.94864,-0.46827,-1.03936,-2.07301,-2.01262,-0.23822,-3.69671,-3.33245,-2.08611,-1.88249,-1.20827,-1.28428,1.208128,-2.25639,-2.69952,-2.44195,-2.04806,0.522255,-1.48233,-0.84943,0.32519,0.852815,1.657195,1.214251,1.292309,1.157722
USA.ID,US,Waste,CH4,0.542777,0.578741,0.572224,0.655523,0.699968,0.653345,0.652779,0.626033,0.575208,0.567145,0.621764,0.626223,0.651635,0.646387,0.678843,0.678095,0.722915,0.72477,0.752585,0.686613,0.581474,0.412354,0.463277,0.660091,0.644356,0.718933,0.676802,0.655193,0.609945,0.649053,0.658825
USA.ID,US,Waste,N2O,0.066867,0.069353,0.072152,0.074576,0.078314,0.079939,0.082219,0.08335,0.086002,0.089391,0.091267,0.090932,0.092904,0.094892,0.097195,0.098299,0.102107,0.105189,0.106529,0.105333,0.106015,0.108104,0.112678,0.111642,0.121415,0.131173,0.145565,0.150931,0.151135,0.151949,0.154404
USA.ID,US,Waste,All GHG,0.609644,0.648094,0.644376,0.730099,0.778283,0.733284,0.734998,0.709383,0.66121,0.656537,0.713031,0.717155,0.744539,0.741279,0.776038,0.776394,0.825023,0.82996,0.859114,0.791946,0.68749,0.520457,0.575955,0.771734,0.76577,0.850106,0.822367,0.806124,0.76108,0.801002,0.81323
USA.ID,US,Total including LUCF,All GHG,21.84988,23.16912,22.8392,23.65664,24.77153,24.49879,25.85027,25.67374,25.14478,25.85921,28.60776,24.92716,25.05162,26.55594,27.71732,29.19704,29.54948,32.49555,28.37084,27.68946,27.18853,27.90105,30.24429,30.44846,29.92133,32.18905,33.1912,34.50789,34.24008,35.73468,35.36857
USA.ID,US,Total excluding LUCF,CH4,4.650547,4.874194,4.97385,4.993181,5.24115,5.440275,5.614743,5.741074,5.905105,6.041842,6.385264,6.593869,6.71881,6.922061,6.834579,7.163691,7.500278,8.00523,8.017611,7.929895,7.729442,7.826367,7.958927,8.402618,8.057505,8.430246,8.648356,8.811723,8.861348,9.05406,9.33772
